,date,state,fips,cases,deaths,date_id
5162,2020-06-04,New York,36,379977,30011,20200604
5163,2020-06-04,North Carolina,37,32276,993,20200604
5164,2020-06-04,North Dakota,38,2709,69,20200604
5165,2020-06-04,Northern Mariana Islands,69,26,2,20200604
5166,2020-06-04,Ohio,39,37282,2339,20200604
5167,2020-06-04,Oklahoma,40,6907,344,20200604
5168,2020-06-04,Oregon,41,4475,159,20200604
5169,2020-06-04,Pennsylvania,42,78428,5862,20200604
5170,2020-06-04,Puerto Rico,72,4508,140,20200604
5171,2020-06-04,Rhode Island,44,15325,756,20200604
5172,2020-06-04,South Carolina,45,13005,525,20200604
5173,2020-06-04,South Dakota,46,5247,64,20200604
5174,2020-06-04,Tennessee,47,25374,401,20200604
5175,2020-06-04,Texas,48,71330,1793,20200604
5176,2020-06-04,Utah,49,10858,117,20200604
5177,2020-06-04,Vermont,50,1026,55,20200604
5178,2020-06-04,Virgin Islands,78,71,6,20200604
5179,2020-06-04,Virginia,51,47856,1445,20200604
5180,2020-06-04,Washington,53,23999,1150,20200604
5181,2020-06-04,West Virginia,54,2102,79,20200604
5182,2020-06-04,Wisconsin,55,20075,627,20200604
5183,2020-06-04,Wyoming,56,921,17,20200604
5184,2020-06-05,Alabama,01,19387,676,20200605
5185,2020-06-05,Alaska,02,565,8,20200605
5186,2020-06-05,Arizona,04,24369,1016,20200605
5187,2020-06-05,Arkansas,05,8651,152,20200605
5188,2020-06-05,California,06,126510,4550,20200605
5189,2020-06-05,Colorado,08,27601,1524,20200605
5190,2020-06-05,Connecticut,09,43460,4038,20200605
5191,2020-06-05,Delaware,10,9773,388,20200605
5192,2020-06-05,District of Columbia,11,9199,479,20200605
5193,2020-06-05,Florida,12,61480,2659,20200605
5194,2020-06-05,Georgia,13,48280,2143,20200605
5195,2020-06-05,Guam,66,1148,6,20200605
5196,2020-06-05,Hawaii,15,653,17,20200605
5197,2020-06-05,Idaho,16,3111,83,20200605
5198,2020-06-05,Illinois,17,126317,5834,20200605
5199,2020-06-05,Indiana,18,37499,2258,20200605
5200,2020-06-05,Iowa,19,21332,597,20200605
5201,2020-06-05,Kansas,20,10493,233,20200605
5202,2020-06-05,Kentucky,21,11051,476,20200605
5203,2020-06-05,Louisiana,22,42100,2912,20200605
5204,2020-06-05,Maine,23,2482,98,20200605
5205,2020-06-05,Maryland,24,57407,2702,20200605
5206,2020-06-05,Massachusetts,25,102557,7235,20200605
5207,2020-06-05,Michigan,26,63744,5854,20200605
5208,2020-06-05,Minnesota,27,26991,1159,20200605
5209,2020-06-05,Mississippi,28,16769,803,20200605
5210,2020-06-05,Missouri,29,14515,816,20200605
5211,2020-06-05,Montana,30,539,18,20200605
5212,2020-06-05,Nebraska,31,15379,193,20200605
5213,2020-06-05,Nevada,32,9306,436,20200605
5214,2020-06-05,New Hampshire,33,4953,278,20200605
5215,2020-06-05,New Jersey,34,163336,12049,20200605
5216,2020-06-05,New Mexico,35,8672,387,20200605
5217,2020-06-05,New York,36,381019,30066,20200605
5218,2020-06-05,North Carolina,37,33417,1001,20200605
5219,2020-06-05,North Dakota,38,2748,74,20200605
5220,2020-06-05,Northern Mariana Islands,69,26,2,20200605
5221,2020-06-05,Ohio,39,37758,2355,20200605
5222,2020-06-05,Oklahoma,40,7004,345,20200605
5223,2020-06-05,Oregon,41,4585,161,20200605
5224,2020-06-05,Pennsylvania,42,78908,5952,20200605
5225,2020-06-05,Puerto Rico,72,4620,141,20200605
5226,2020-06-05,Rhode Island,44,15441,772,20200605
5227,2020-06-05,South Carolina,45,13453,538,20200605
5228,2020-06-05,South Dakota,46,5277,65,20200605
5229,2020-06-05,Tennessee,47,25799,405,20200605
5230,2020-06-05,Texas,48,73323,1821,20200605
5231,2020-06-05,Utah,49,11344,120,20200605
5232,2020-06-05,Vermont,50,1027,55,20200605
5233,2020-06-05,Virgin Islands,78,71,6,20200605
5234,2020-06-05,Virginia,51,48532,1453,20200605
5235,2020-06-05,Washington,53,24546,1160,20200605
5236,2020-06-05,West Virginia,54,2119,84,20200605
5237,2020-06-05,Wisconsin,55,20427,634,20200605
5238,2020-06-05,Wyoming,56,933,17,20200605
5239,2020-06-06,Alabama,01,20043,689,20200606
5240,2020-06-06,Alaska,02,579,8,20200606
5241,2020-06-06,Arizona,04,25517,1046,20200606
5242,2020-06-06,Arkansas,05,9101,154,20200606
5243,2020-06-06,California,06,129147,4626,20200606
5244,2020-06-06,Colorado,08,27834,1527,20200606
5245,2020-06-06,Connecticut,09,43818,4055,20200606
5246,2020-06-06,Delaware,10,9845,390,20200606
5247,2020-06-06,District of Columbia,11,9269,483,20200606
5248,2020-06-06,Florida,12,62750,2687,20200606
5249,2020-06-06,Georgia,13,48943,2147,20200606
5250,2020-06-06,Guam,66,1148,6,20200606
5251,2020-06-06,Hawaii,15,661,17,20200606
5252,2020-06-06,Idaho,16,3139,83,20200606
5253,2020-06-06,Illinois,17,127251,5898,20200606
5254,2020-06-06,Indiana,18,37928,2292,20200606
5255,2020-06-06,Iowa,19,21527,602,20200606
5256,2020-06-06,Kansas,20,10517,234,20200606
5257,2020-06-06,Kentucky,21,11359,480,20200606
5258,2020-06-06,Louisiana,22,42597,2925,20200606
5259,2020-06-06,Maine,23,2524,98,20200606
5260,2020-06-06,Maryland,24,58099,2740,20200606
5261,2020-06-06,Massachusetts,25,103132,7289,20200606
5262,2020-06-06,Michigan,26,64196,5894,20200606
5263,2020-06-06,Minnesota,27,27512,1181,20200606
5264,2020-06-06,Mississippi,28,17034,811,20200606
5265,2020-06-06,Missouri,29,14659,823,20200606
5266,2020-06-06,Montana,30,540,18,20200606
5267,2020-06-06,Nebraska,31,15543,196,20200606
5268,2020-06-06,Nevada,32,9494,437,20200606
5269,2020-06-06,New Hampshire,33,5019,283,20200606
5270,2020-06-06,New Jersey,34,163893,12106,20200606
5271,2020-06-06,New Mexico,35,8800,392,20200606
5272,2020-06-06,New York,36,382102,30123,20200606
5273,2020-06-06,North Carolina,37,34809,1020,20200606
5274,2020-06-06,North Dakota,38,2819,75,20200606
5275,2020-06-06,Northern Mariana Islands,69,26,2,20200606
5276,2020-06-06,Ohio,39,38111,2370,20200606
5277,2020-06-06,Oklahoma,40,7060,347,20200606
5278,2020-06-06,Oregon,41,4672,163,20200606
5279,2020-06-06,Pennsylvania,42,79507,5986,20200606
5280,2020-06-06,Puerto Rico,72,4915,142,20200606
5281,2020-06-06,Rhode Island,44,15441,772,20200606
5282,2020-06-06,South Carolina,45,13916,545,20200606
5283,2020-06-06,South Dakota,46,5367,65,20200606
5284,2020-06-06,Tennessee,47,26359,413,20200606
5285,2020-06-06,Texas,48,75077,1840,20200606
5286,2020-06-06,Utah,49,11866,121,20200606
5287,2020-06-06,Vermont,50,1046,55,20200606
5288,2020-06-06,Virgin Islands,78,71,6,20200606
5289,2020-06-06,Virginia,51,49397,1460,20200606
5290,2020-06-06,Washington,53,24767,1163,20200606
5291,2020-06-06,West Virginia,54,2136,84,20200606
5292,2020-06-06,Wisconsin,55,20701,646,20200606
5293,2020-06-06,Wyoming,56,939,17,20200606
5294,2020-06-07,Alabama,01,20500,692,20200607
5295,2020-06-07,Alaska,02,588,8,20200607
5296,2020-06-07,Arizona,04,26924,1048,20200607
5297,2020-06-07,Arkansas,05,9426,154,20200607
5298,2020-06-07,California,06,131997,4653,20200607
5299,2020-06-07,Colorado,08,27987,1527,20200607
5300,2020-06-07,Connecticut,09,43968,4071,20200607
5301,2020-06-07,Delaware,10,9942,398,20200607
5302,2020-06-07,District of Columbia,11,9332,489,20200607
5303,2020-06-07,Florida,12,63930,2699,20200607
5304,2020-06-07,Georgia,13,49371,2148,20200607
5305,2020-06-07,Guam,66,1148,6,20200607
5306,2020-06-07,Hawaii,15,663,17,20200607
5307,2020-06-07,Idaho,16,3153,83,20200607
5308,2020-06-07,Illinois,17,128070,5939,20200607
5309,2020-06-07,Indiana,18,38328,2303,20200607
5310,2020-06-07,Iowa,19,21794,606,20200607
5311,2020-06-07,Kansas,20,10549,234,20200607
5312,2020-06-07,Kentucky,21,11393,481,20200607
5313,2020-06-07,Louisiana,22,42927,2936,20200607
5314,2020-06-07,Maine,23,2570,99,20200607
5315,2020-06-07,Maryland,24,58593,2749,20200607
5316,2020-06-07,Massachusetts,25,103436,7316,20200607
5317,2020-06-07,Michigan,26,64615,5898,20200607
5318,2020-06-07,Minnesota,27,27897,1197,20200607
5319,2020-06-07,Mississippi,28,17270,817,20200607
5320,2020-06-07,Missouri,29,14985,823,20200607
5321,2020-06-07,Montana,30,545,18,20200607
5322,2020-06-07,Nebraska,31,15634,196,20200607
5323,2020-06-07,Nevada,32,9673,438,20200607
5324,2020-06-07,New Hampshire,33,5043,286,20200607
5325,2020-06-07,New Jersey,34,164164,12176,20200607
5326,2020-06-07,New Mexico,35,8940,396,20200607
5327,2020-06-07,New York,36,382879,30183,20200607
5328,2020-06-07,North Carolina,37,35663,1024,20200607
5329,2020-06-07,North Dakota,38,2864,75,20200607
5330,2020-06-07,Northern Mariana Islands,69,27,2,20200607
5331,2020-06-07,Ohio,39,38476,2377,20200607
5332,2020-06-07,Oklahoma,40,7151,348,20200607
5333,2020-06-07,Oregon,41,4809,164,20200607
5334,2020-06-07,Pennsylvania,42,80001,5997,20200607
5335,2020-06-07,Puerto Rico,72,4985,142,20200607
5336,2020-06-07,Rhode Island,44,15441,772,20200607
5337,2020-06-07,South Carolina,45,14286,546,20200607
5338,2020-06-07,South Dakota,46,5438,65,20200607
5339,2020-06-07,Tennessee,47,26811,414,20200607
5340,2020-06-07,Texas,48,75948,1846,20200607
5341,2020-06-07,Utah,49,12084,121,20200607
5342,2020-06-07,Vermont,50,1063,55,20200607
5343,2020-06-07,Virgin Islands,78,71,6,20200607
5344,2020-06-07,Virginia,51,50681,1472,20200607
5345,2020-06-07,Washington,53,25064,1163,20200607
5346,2020-06-07,West Virginia,54,2144,84,20200607
5347,2020-06-07,Wisconsin,55,20950,648,20200607
5348,2020-06-07,Wyoming,56,947,17,20200607
5349,2020-06-08,Alabama,01,20925,718,20200608
5350,2020-06-08,Alaska,02,607,8,20200608
5351,2020-06-08,Arizona,04,27761,1052,20200608
5352,2020-06-08,Arkansas,05,9740,155,20200608
5353,2020-06-08,California,06,134287,4679,20200608
5354,2020-06-08,Colorado,08,28169,1543,20200608
5355,2020-06-08,Connecticut,09,44092,4084,20200608
5356,2020-06-08,Delaware,10,9972,398,20200608
5357,2020-06-08,District of Columbia,11,9389,491,20200608
5358,2020-06-08,Florida,12,64896,2711,20200608
5359,2020-06-08,Georgia,13,49995,2176,20200608
5360,2020-06-08,Guam,66,1149,6,20200608
5361,2020-06-08,Hawaii,15,664,17,20200608
5362,2020-06-08,Idaho,16,3197,83,20200608
5363,2020-06-08,Illinois,17,129543,6142,20200608
5364,2020-06-08,Indiana,18,38553,2316,20200608
5365,2020-06-08,Iowa,19,22111,623,20200608
5366,2020-06-08,Kansas,20,10724,237,20200608
5367,2020-06-08,Kentucky,21,11701,487,20200608
5368,2020-06-08,Louisiana,22,43163,2944,20200608
5369,2020-06-08,Maine,23,2588,99,20200608
5370,2020-06-08,Maryland,24,59024,2776,20200608
5371,2020-06-08,Massachusetts,25,103626,7353,20200608
5372,2020-06-08,Michigan,26,64911,5916,20200608
5373,2020-06-08,Minnesota,27,28235,1208,20200608
5374,2020-06-08,Mississippi,28,17768,837,20200608
5375,2020-06-08,Missouri,29,15159,832,20200608
5376,2020-06-08,Montana,30,548,18,20200608
5377,2020-06-08,Nebraska,31,15752,196,20200608
5378,2020-06-08,Nevada,32,9815,442,20200608
5379,2020-06-08,New Hampshire,33,5079,286,20200608
5380,2020-06-08,New Jersey,34,164497,12214,20200608
5381,2020-06-08,New Mexico,35,9062,400,20200608
5382,2020-06-08,New York,36,383591,30239,20200608
5383,2020-06-08,North Carolina,37,36581,1041,20200608
5384,2020-06-08,North Dakota,38,2883,75,20200608
5385,2020-06-08,Northern Mariana Islands,69,28,2,20200608
5386,2020-06-08,Ohio,39,38837,2404,20200608
5387,2020-06-08,Oklahoma,40,7206,348,20200608
5388,2020-06-08,Oregon,41,4927,164,20200608
5389,2020-06-08,Pennsylvania,42,80432,6007,20200608
5390,2020-06-08,Puerto Rico,72,5046,142,20200608
5391,2020-06-08,Rhode Island,44,15642,799,20200608
5392,2020-06-08,South Carolina,45,14800,557,20200608
5393,2020-06-08,South Dakota,46,5471,65,20200608
5394,2020-06-08,Tennessee,47,27217,417,20200608
5395,2020-06-08,Texas,48,77326,1856,20200608
5396,2020-06-08,Utah,49,12378,124,20200608
5397,2020-06-08,Vermont,50,1075,55,20200608
5398,2020-06-08,Virgin Islands,78,71,6,20200608
5399,2020-06-08,Virginia,51,51251,1477,20200608
5400,2020-06-08,Washington,53,25593,1168,20200608
5401,2020-06-08,West Virginia,54,2161,84,20200608
5402,2020-06-08,Wisconsin,55,21161,650,20200608
5403,2020-06-08,Wyoming,56,960,17,20200608
5404,2020-06-09,Alabama,01,21422,729,20200609
5405,2020-06-09,Alaska,02,620,9,20200609
5406,2020-06-09,Arizona,04,28396,1074,20200609
5407,2020-06-09,Arkansas,05,10080,161,20200609
5408,2020-06-09,California,06,137245,4775,20200609
5409,2020-06-09,Colorado,08,28333,1553,20200609
5410,2020-06-09,Connecticut,09,44179,4097,20200609
5411,2020-06-09,Delaware,10,10020,410,20200609
5412,2020-06-09,District of Columbia,11,9474,495,20200609
5413,2020-06-09,Florida,12,65992,2764,20200609
5414,2020-06-09,Georgia,13,50769,2250,20200609
5415,2020-06-09,Guam,66,1149,6,20200609
5416,2020-06-09,Hawaii,15,670,17,20200609
5417,2020-06-09,Idaho,16,3226,85,20200609
5418,2020-06-09,Illinois,17,130321,6237,20200609
5419,2020-06-09,Indiana,18,38985,2339,20200609
5420,2020-06-09,Iowa,19,22271,629,20200609
5421,2020-06-09,Kansas,20,10786,238,20200609
5422,2020-06-09,Kentucky,21,11891,494,20200609
5423,2020-06-09,Louisiana,22,43725,2957,20200609
5424,2020-06-09,Maine,23,2606,100,20200609
5425,2020-06-09,Maryland,24,59543,2811,20200609
5426,2020-06-09,Massachusetts,25,103889,7408,20200609
5427,2020-06-09,Michigan,26,65190,5946,20200609
5428,2020-06-09,Minnesota,27,28534,1228,20200609
5429,2020-06-09,Mississippi,28,18109,847,20200609
5430,2020-06-09,Missouri,29,15396,854,20200609
5431,2020-06-09,Montana,30,554,18,20200609
5432,2020-06-09,Nebraska,31,15888,199,20200609
5433,2020-06-09,Nevada,32,10046,445,20200609
5434,2020-06-09,New Hampshire,33,5132,294,20200609
5435,2020-06-09,New Jersey,34,164796,12303,20200609
5436,2020-06-09,New Mexico,35,9105,404,20200609
5437,2020-06-09,New York,36,384281,30309,20200609
5438,2020-06-09,North Carolina,37,37393,1069,20200609
5439,2020-06-09,North Dakota,38,2904,75,20200609
5440,2020-06-09,Northern Mariana Islands,69,30,2,20200609
5441,2020-06-09,Ohio,39,39162,2421,20200609
5442,2020-06-09,Oklahoma,40,7364,353,20200609
5443,2020-06-09,Oregon,41,5027,169,20200609
5444,2020-06-09,Pennsylvania,42,80964,6070,20200609
5445,2020-06-09,Puerto Rico,72,5185,142,20200609
5446,2020-06-09,Rhode Island,44,15691,808,20200609
5447,2020-06-09,South Carolina,45,15228,568,20200609
5448,2020-06-09,South Dakota,46,5523,68,20200609
5449,2020-06-09,Tennessee,47,27865,430,20200609
5450,2020-06-09,Texas,48,79271,1886,20200609
5451,2020-06-09,Utah,49,12639,127,20200609
5452,2020-06-09,Vermont,50,1084,55,20200609
5453,2020-06-09,Virgin Islands,78,72,6,20200609
5454,2020-06-09,Virginia,51,51738,1496,20200609
5455,2020-06-09,Washington,53,25796,1181,20200609
5456,2020-06-09,West Virginia,54,2179,84,20200609
5457,2020-06-09,Wisconsin,55,21435,662,20200609
5458,2020-06-09,Wyoming,56,970,17,20200609
5459,2020-06-10,Alabama,01,21989,744,20200610
5460,2020-06-10,Alaska,02,642,9,20200610
5461,2020-06-10,Arizona,04,29981,1100,20200610
5462,2020-06-10,Arkansas,05,10368,165,20200610
5463,2020-06-10,California,06,140139,4869,20200610
5464,2020-06-10,Colorado,08,28484,1573,20200610
5465,2020-06-10,Connecticut,09,44347,4120,20200610
5466,2020-06-10,Delaware,10,10056,413,20200610
5467,2020-06-10,District of Columbia,11,9537,499,20200610
5468,2020-06-10,Florida,12,67363,2800,20200610
5469,2020-06-10,Georgia,13,51465,2292,20200610
5470,2020-06-10,Guam,66,1149,6,20200610
5471,2020-06-10,Hawaii,15,673,17,20200610
5472,2020-06-10,Idaho,16,3262,85,20200610
5473,2020-06-10,Illinois,17,130889,6302,20200610
5474,2020-06-10,Indiana,18,39297,2355,20200610
5475,2020-06-10,Iowa,19,22733,638,20200610
5476,2020-06-10,Kansas,20,10931,241,20200610
5477,2020-06-10,Kentucky,21,12029,498,20200610
5478,2020-06-10,Louisiana,22,44143,2968,20200610
5479,2020-06-10,Maine,23,2637,100,20200610
5480,2020-06-10,Maryland,24,60114,2844,20200610
5481,2020-06-10,Massachusetts,25,104156,7454,20200610
5482,2020-06-10,Michigan,26,65377,5958,20200610
5483,2020-06-10,Minnesota,27,28900,1267,20200610
5484,2020-06-10,Mississippi,28,18483,868,20200610
5485,2020-06-10,Missouri,29,15662,861,20200610
5486,2020-06-10,Montana,30,561,18,20200610
5487,2020-06-10,Nebraska,31,16025,209,20200610
5488,2020-06-10,Nevada,32,10216,449,20200610
5489,2020-06-10,New Hampshire,33,5178,301,20200610
5490,2020-06-10,New Jersey,34,165346,12377,20200610
5491,2020-06-10,New Mexico,35,9250,410,20200610
5492,2020-06-10,New York,36,384945,30376,20200610
5493,2020-06-10,North Carolina,37,38305,1096,20200610
5494,2020-06-10,North Dakota,38,2944,76,20200610
5495,2020-06-10,Northern Mariana Islands,69,30,2,20200610
5496,2020-06-10,Ohio,39,39575,2457,20200610
5497,2020-06-10,Oklahoma,40,7480,355,20200610
5498,2020-06-10,Oregon,41,5099,169,20200610
5499,2020-06-10,Pennsylvania,42,81410,6143,20200610
5500,2020-06-10,Puerto Rico,72,5329,143,20200610
5501,2020-06-10,Rhode Island,44,15756,812,20200610
5502,2020-06-10,South Carolina,45,15759,575,20200610
5503,2020-06-10,South Dakota,46,5604,69,20200610
5504,2020-06-10,Tennessee,47,28379,436,20200610
5505,2020-06-10,Texas,48,81771,1916,20200610
5506,2020-06-10,Utah,49,12982,128,20200610
5507,2020-06-10,Vermont,50,1095,55,20200610
5508,2020-06-10,Virgin Islands,78,72,6,20200610
5509,2020-06-10,Virginia,51,52177,1514,20200610
5510,2020-06-10,Washington,53,25940,1183,20200610
5511,2020-06-10,West Virginia,54,2193,85,20200610
5512,2020-06-10,Wisconsin,55,24091,679,20200610
5513,2020-06-10,Wyoming,56,980,18,20200610
5514,2020-06-11,Alabama,01,22845,755,20200611
5515,2020-06-11,Alaska,02,666,9,20200611
5516,2020-06-11,Arizona,04,31525,1130,20200611
5517,2020-06-11,Arkansas,05,10816,171,20200611
5518,2020-06-11,California,06,143709,4941,20200611
5519,2020-06-11,Colorado,08,28632,1583,20200611
5520,2020-06-11,Connecticut,09,44461,4146,20200611
5521,2020-06-11,Delaware,10,10106,414,20200611
5522,2020-06-11,District of Columbia,11,9589,502,20200611
5523,2020-06-11,Florida,12,69061,2847,20200611
5524,2020-06-11,Georgia,13,52332,2337,20200611
5525,2020-06-11,Guam,66,1152,6,20200611
5526,2020-06-11,Hawaii,15,680,17,20200611
5527,2020-06-11,Idaho,16,3303,86,20200611
5528,2020-06-11,Illinois,17,131731,6388,20200611
5529,2020-06-11,Indiana,18,39714,2380,20200611
5530,2020-06-11,Iowa,19,23103,641,20200611
5531,2020-06-11,Kansas,20,10984,242,20200611
5532,2020-06-11,Kentucky,21,12128,513,20200611
5533,2020-06-11,Louisiana,22,44585,2987,20200611
5534,2020-06-11,Maine,23,2667,100,20200611
5535,2020-06-11,Maryland,24,60823,2875,20200611
5536,2020-06-11,Massachusetts,25,104667,7492,20200611
5537,2020-06-11,Michigan,26,65627,5985,20200611
5538,2020-06-11,Minnesota,27,29347,1280,20200611
5539,2020-06-11,Mississippi,28,18483,868,20200611
5540,2020-06-11,Missouri,29,15924,873,20200611
5541,2020-06-11,Montana,30,563,18,20200611
5542,2020-06-11,Nebraska,31,16315,217,20200611
5543,2020-06-11,Nevada,32,10464,460,20200611
5544,2020-06-11,New Hampshire,33,5209,308,20200611
5545,2020-06-11,New Jersey,34,165816,12443,20200611
5546,2020-06-11,New Mexico,35,9368,421,20200611
5547,2020-06-11,New York,36,385669,30431,20200611
5548,2020-06-11,North Carolina,37,39735,1114,20200611
5549,2020-06-11,North Dakota,38,2983,77,20200611
5550,2020-06-11,Northern Mariana Islands,69,30,2,20200611
5551,2020-06-11,Ohio,39,40004,2490,20200611
5552,2020-06-11,Oklahoma,40,7626,357,20200611
5553,2020-06-11,Oregon,41,5252,171,20200611
5554,2020-06-11,Pennsylvania,42,81944,6187,20200611
5555,2020-06-11,Puerto Rico,72,5352,144,20200611
5556,2020-06-11,Rhode Island,44,15862,823,20200611
5557,2020-06-11,South Carolina,45,16441,588,20200611
5558,2020-06-11,South Dakota,46,5665,73,20200611
5559,2020-06-11,Tennessee,47,28766,441,20200611
5560,2020-06-11,Texas,48,83772,1942,20200611
5561,2020-06-11,Utah,49,13366,131,20200611
5562,2020-06-11,Vermont,50,1110,55,20200611
5563,2020-06-11,Virgin Islands,78,72,6,20200611
5564,2020-06-11,Virginia,51,52647,1520,20200611
5565,2020-06-11,Washington,53,26172,1198,20200611
5566,2020-06-11,West Virginia,54,2217,86,20200611
5567,2020-06-11,Wisconsin,55,24411,691,20200611
5568,2020-06-11,Wyoming,56,1009,18,20200611
5569,2020-06-12,Alabama,01,23710,769,20200612
5570,2020-06-12,Alaska,02,688,10,20200612
5571,2020-06-12,Arizona,04,33167,1157,20200612
5572,2020-06-12,Arkansas,05,11547,176,20200612
5573,2020-06-12,California,06,147285,4986,20200612
5574,2020-06-12,Colorado,08,28807,1595,20200612
5575,2020-06-12,Connecticut,09,44689,4159,20200612
5576,2020-06-12,Delaware,10,10173,414,20200612
5577,2020-06-12,District of Columbia,11,9654,506,20200612
5578,2020-06-12,Florida,12,70963,2876,20200612
5579,2020-06-12,Georgia,13,53201,2384,20200612
5580,2020-06-12,Guam,66,1153,6,20200612
5581,2020-06-12,Hawaii,15,694,17,20200612
5582,2020-06-12,Idaho,16,3354,87,20200612
5583,2020-06-12,Illinois,17,132489,6469,20200612
5584,2020-06-12,Indiana,18,40114,2396,20200612
5585,2020-06-12,Iowa,19,23455,650,20200612
5586,2020-06-12,Kansas,20,11152,243,20200612
5587,2020-06-12,Kentucky,21,12352,525,20200612
5588,2020-06-12,Louisiana,22,45108,2996,20200612
5589,2020-06-12,Maine,23,2721,100,20200612
5590,2020-06-12,Maryland,24,61262,2900,20200612
5591,2020-06-12,Massachusetts,25,105059,7538,20200612
5592,2020-06-12,Michigan,26,65881,5994,20200612
5593,2020-06-12,Minnesota,27,29826,1305,20200612
5594,2020-06-12,Mississippi,28,19091,881,20200612
5595,2020-06-12,Missouri,29,16111,884,20200612
5596,2020-06-12,Montana,30,573,18,20200612
5597,2020-06-12,Nebraska,31,16513,221,20200612
5598,2020-06-12,Nevada,32,10704,462,20200612
5599,2020-06-12,New Hampshire,33,5251,315,20200612
5600,2020-06-12,New Jersey,34,166164,12489,20200612
5601,2020-06-12,New Mexico,35,9526,426,20200612
5602,2020-06-12,New York,36,386490,30511,20200612
5603,2020-06-12,North Carolina,37,41467,1128,20200612
5604,2020-06-12,North Dakota,38,3019,77,20200612
5605,2020-06-12,Northern Mariana Islands,69,30,2,20200612
5606,2020-06-12,Ohio,39,40424,2508,20200612
5607,2020-06-12,Oklahoma,40,7848,359,20200612
5608,2020-06-12,Oregon,41,5388,174,20200612
5609,2020-06-12,Pennsylvania,42,82578,6229,20200612
5610,2020-06-12,Puerto Rico,72,5536,146,20200612
5611,2020-06-12,Rhode Island,44,15947,833,20200612
5612,2020-06-12,South Carolina,45,17170,593,20200612
5613,2020-06-12,South Dakota,46,5742,74,20200612
5614,2020-06-12,Tennessee,47,29218,461,20200612
5615,2020-06-12,Texas,48,86031,1965,20200612
5616,2020-06-12,Utah,49,13681,139,20200612
5617,2020-06-12,Vermont,50,1119,55,20200612
5618,2020-06-12,Virgin Islands,78,72,6,20200612
5619,2020-06-12,Virginia,51,53211,1534,20200612
5620,2020-06-12,Washington,53,26576,1207,20200612
5621,2020-06-12,West Virginia,54,2249,88,20200612
5622,2020-06-12,Wisconsin,55,24733,698,20200612
5623,2020-06-12,Wyoming,56,1027,18,20200612
5624,2020-06-13,Alabama,01,24601,773,20200613
5625,2020-06-13,Alaska,02,722,10,20200613
5626,2020-06-13,Arizona,04,34773,1190,20200613
5627,2020-06-13,Arkansas,05,12095,177,20200613
5628,2020-06-13,California,06,150434,5059,20200613
5629,2020-06-13,Colorado,08,29002,1598,20200613
5630,2020-06-13,Connecticut,09,44994,4186,20200613
5631,2020-06-13,Delaware,10,10229,419,20200613
5632,2020-06-13,District of Columbia,11,9709,511,20200613
5633,2020-06-13,Florida,12,73544,2924,20200613
5634,2020-06-13,Georgia,13,54178,2411,20200613
5635,2020-06-13,Guam,66,1154,6,20200613
5636,2020-06-13,Hawaii,15,711,17,20200613
5637,2020-06-13,Idaho,16,3399,87,20200613
5638,2020-06-13,Illinois,17,133117,6491,20200613
5639,2020-06-13,Indiana,18,40535,2413,20200613
5640,2020-06-13,Iowa,19,23792,651,20200613
5641,2020-06-13,Kansas,20,11195,244,20200613
5642,2020-06-13,Kentucky,21,12605,527,20200613
5643,2020-06-13,Louisiana,22,46396,3004,20200613
5644,2020-06-13,Maine,23,2757,100,20200613
5645,2020-06-13,Maryland,24,61935,2926,20200613
5646,2020-06-13,Massachusetts,25,105395,7576,20200613
5647,2020-06-13,Michigan,26,66024,6017,20200613
5648,2020-06-13,Minnesota,27,30203,1314,20200613
5649,2020-06-13,Mississippi,28,19348,889,20200613
5650,2020-06-13,Missouri,29,16327,890,20200613
5651,2020-06-13,Montana,30,588,18,20200613
5652,2020-06-13,Nebraska,31,16634,221,20200613
5653,2020-06-13,Nevada,32,10992,463,20200613
5654,2020-06-13,New Hampshire,33,5299,318,20200613
5655,2020-06-13,New Jersey,34,166605,12589,20200613
5656,2020-06-13,New Mexico,35,9621,431,20200613
5657,2020-06-13,New York,36,387402,30565,20200613
5658,2020-06-13,North Carolina,37,42911,1135,20200613
5659,2020-06-13,North Dakota,38,3061,77,20200613
5660,2020-06-13,Northern Mariana Islands,69,30,2,20200613
5661,2020-06-13,Ohio,39,40848,2554,20200613
5662,2020-06-13,Oklahoma,40,8073,359,20200613
5663,2020-06-13,Oregon,41,5543,175,20200613
5664,2020-06-13,Pennsylvania,42,82988,6264,20200613
5665,2020-06-13,Puerto Rico,72,5690,146,20200613
5666,2020-06-13,Rhode Island,44,15947,833,20200613
5667,2020-06-13,South Carolina,45,17955,599,20200613
5668,2020-06-13,South Dakota,46,5833,75,20200613
5669,2020-06-13,Tennessee,47,29616,465,20200613
5670,2020-06-13,Texas,48,88120,1989,20200613
5671,2020-06-13,Utah,49,14061,139,20200613
5672,2020-06-13,Vermont,50,1125,55,20200613
5673,2020-06-13,Virgin Islands,78,72,6,20200613
5674,2020-06-13,Virginia,51,53869,1541,20200613
5675,2020-06-13,Washington,53,26920,1216,20200613
5676,2020-06-13,West Virginia,54,2274,88,20200613
5677,2020-06-13,Wisconsin,55,25026,700,20200613
5678,2020-06-13,Wyoming,56,1050,18,20200613
5679,2020-06-14,Alabama,01,25615,773,20200614
5680,2020-06-14,Alaska,02,734,10,20200614
5681,2020-06-14,Arizona,04,35953,1194,20200614
