,date,state,fips,cases,deaths,date_id
1866,2020-04-05,Ohio,39,4043,119,20200405
1867,2020-04-05,Oklahoma,40,1251,46,20200405
1868,2020-04-05,Oregon,41,1068,27,20200405
1869,2020-04-05,Pennsylvania,42,11590,159,20200405
1870,2020-04-05,Puerto Rico,72,475,20,20200405
1871,2020-04-05,Rhode Island,44,922,25,20200405
1872,2020-04-05,South Carolina,45,2049,44,20200405
1873,2020-04-05,South Dakota,46,240,2,20200405
1874,2020-04-05,Tennessee,47,3538,50,20200405
1875,2020-04-05,Texas,48,7117,136,20200405
1876,2020-04-05,Utah,49,1618,8,20200405
1877,2020-04-05,Vermont,50,512,22,20200405
1878,2020-04-05,Virgin Islands,78,42,0,20200405
1879,2020-04-05,Virginia,51,2636,52,20200405
1880,2020-04-05,Washington,53,7985,344,20200405
1881,2020-04-05,West Virginia,54,325,3,20200405
1882,2020-04-05,Wisconsin,55,2267,73,20200405
1883,2020-04-05,Wyoming,56,200,0,20200405
1884,2020-04-06,Alabama,01,2005,53,20200406
1885,2020-04-06,Alaska,02,189,4,20200406
1886,2020-04-06,Arizona,04,2466,67,20200406
1887,2020-04-06,Arkansas,05,927,16,20200406
1888,2020-04-06,California,06,16361,386,20200406
1889,2020-04-06,Colorado,08,5172,150,20200406
1890,2020-04-06,Connecticut,09,6906,206,20200406
1891,2020-04-06,Delaware,10,783,15,20200406
1892,2020-04-06,District of Columbia,11,1097,24,20200406
1893,2020-04-06,Florida,12,13621,253,20200406
1894,2020-04-06,Georgia,13,7558,294,20200406
1895,2020-04-06,Guam,66,266,4,20200406
1896,2020-04-06,Hawaii,15,385,5,20200406
1897,2020-04-06,Idaho,16,1170,13,20200406
1898,2020-04-06,Illinois,17,12262,309,20200406
1899,2020-04-06,Indiana,18,4986,171,20200406
1900,2020-04-06,Iowa,19,946,25,20200406
1901,2020-04-06,Kansas,20,854,25,20200406
1902,2020-04-06,Kentucky,21,1057,52,20200406
1903,2020-04-06,Louisiana,22,14867,512,20200406
1904,2020-04-06,Maine,23,499,10,20200406
1905,2020-04-06,Maryland,24,4045,92,20200406
1906,2020-04-06,Massachusetts,25,13837,260,20200406
1907,2020-04-06,Michigan,26,17129,727,20200406
1908,2020-04-06,Minnesota,27,986,30,20200406
1909,2020-04-06,Mississippi,28,1738,51,20200406
1910,2020-04-06,Missouri,29,2722,56,20200406
1911,2020-04-06,Montana,30,319,6,20200406
1912,2020-04-06,Nebraska,31,438,10,20200406
1913,2020-04-06,Nevada,32,1971,58,20200406
1914,2020-04-06,New Hampshire,33,715,9,20200406
1915,2020-04-06,New Jersey,34,41090,1005,20200406
1916,2020-04-06,New Mexico,35,686,12,20200406
1917,2020-04-06,New York,36,133389,6149,20200406
1918,2020-04-06,North Carolina,37,2870,42,20200406
1919,2020-04-06,North Dakota,38,225,3,20200406
1920,2020-04-06,Northern Mariana Islands,69,8,1,20200406
1921,2020-04-06,Ohio,39,4450,142,20200406
1922,2020-04-06,Oklahoma,40,1326,51,20200406
1923,2020-04-06,Oregon,41,1132,29,20200406
1924,2020-04-06,Pennsylvania,42,13075,170,20200406
1925,2020-04-06,Puerto Rico,72,513,21,20200406
1926,2020-04-06,Rhode Island,44,1082,27,20200406
1927,2020-04-06,South Carolina,45,2232,48,20200406
1928,2020-04-06,South Dakota,46,288,4,20200406
1929,2020-04-06,Tennessee,47,3753,65,20200406
1930,2020-04-06,Texas,48,8150,159,20200406
1931,2020-04-06,Utah,49,1662,13,20200406
1932,2020-04-06,Vermont,50,543,23,20200406
1933,2020-04-06,Virgin Islands,78,44,1,20200406
1934,2020-04-06,Virginia,51,2877,54,20200406
1935,2020-04-06,Washington,53,8385,383,20200406
1936,2020-04-06,West Virginia,54,347,4,20200406
1937,2020-04-06,Wisconsin,55,2440,83,20200406
1938,2020-04-06,Wyoming,56,213,0,20200406
1939,2020-04-07,Alabama,01,2197,64,20200407
1940,2020-04-07,Alaska,02,211,4,20200407
1941,2020-04-07,Arizona,04,2577,77,20200407
1942,2020-04-07,Arkansas,05,997,18,20200407
1943,2020-04-07,California,06,17540,447,20200407
1944,2020-04-07,Colorado,08,5429,179,20200407
1945,2020-04-07,Connecticut,09,7781,277,20200407
1946,2020-04-07,Delaware,10,928,16,20200407
1947,2020-04-07,District of Columbia,11,1211,24,20200407
1948,2020-04-07,Florida,12,14739,295,20200407
1949,2020-04-07,Georgia,13,9156,348,20200407
1950,2020-04-07,Guam,66,274,4,20200407
1951,2020-04-07,Hawaii,15,408,5,20200407
1952,2020-04-07,Idaho,16,1210,15,20200407
1953,2020-04-07,Illinois,17,13549,384,20200407
1954,2020-04-07,Indiana,18,5544,208,20200407
1955,2020-04-07,Iowa,19,1048,26,20200407
1956,2020-04-07,Kansas,20,905,30,20200407
1957,2020-04-07,Kentucky,21,1289,66,20200407
1958,2020-04-07,Louisiana,22,16284,582,20200407
1959,2020-04-07,Maine,23,519,12,20200407
1960,2020-04-07,Maryland,24,4371,104,20200407
1961,2020-04-07,Massachusetts,25,15202,356,20200407
1962,2020-04-07,Michigan,26,18851,845,20200407
1963,2020-04-07,Minnesota,27,1069,34,20200407
1964,2020-04-07,Mississippi,28,1915,59,20200407
1965,2020-04-07,Missouri,29,3037,80,20200407
1966,2020-04-07,Montana,30,319,6,20200407
1967,2020-04-07,Nebraska,31,491,12,20200407
1968,2020-04-07,Nevada,32,2101,60,20200407
1969,2020-04-07,New Hampshire,33,747,13,20200407
1970,2020-04-07,New Jersey,34,44416,1232,20200407
1971,2020-04-07,New Mexico,35,794,13,20200407
1972,2020-04-07,New York,36,141703,7185,20200407
1973,2020-04-07,North Carolina,37,3220,50,20200407
1974,2020-04-07,North Dakota,38,237,4,20200407
1975,2020-04-07,Northern Mariana Islands,69,8,2,20200407
1976,2020-04-07,Ohio,39,4783,167,20200407
1977,2020-04-07,Oklahoma,40,1470,67,20200407
1978,2020-04-07,Oregon,41,1181,33,20200407
1979,2020-04-07,Pennsylvania,42,14582,241,20200407
1980,2020-04-07,Puerto Rico,72,573,23,20200407
1981,2020-04-07,Rhode Island,44,1229,30,20200407
1982,2020-04-07,South Carolina,45,2417,51,20200407
1983,2020-04-07,South Dakota,46,320,6,20200407
1984,2020-04-07,Tennessee,47,4010,72,20200407
1985,2020-04-07,Texas,48,8968,177,20200407
1986,2020-04-07,Utah,49,1737,13,20200407
1987,2020-04-07,Vermont,50,575,23,20200407
1988,2020-04-07,Virgin Islands,78,45,1,20200407
1989,2020-04-07,Virginia,51,3332,69,20200407
1990,2020-04-07,Washington,53,8683,409,20200407
1991,2020-04-07,West Virginia,54,413,4,20200407
1992,2020-04-07,Wisconsin,55,2578,94,20200407
1993,2020-04-07,Wyoming,56,221,0,20200407
1994,2020-04-08,Alabama,01,2498,67,20200408
1995,2020-04-08,Alaska,02,224,5,20200408
1996,2020-04-08,Arizona,04,2726,80,20200408
1997,2020-04-08,Arkansas,05,1077,18,20200408
1998,2020-04-08,California,06,19043,506,20200408
1999,2020-04-08,Colorado,08,5655,192,20200408
2000,2020-04-08,Connecticut,09,8781,335,20200408
2001,2020-04-08,Delaware,10,1116,19,20200408
2002,2020-04-08,District of Columbia,11,1440,27,20200408
2003,2020-04-08,Florida,12,15690,322,20200408
2004,2020-04-08,Georgia,13,10204,370,20200408
2005,2020-04-08,Guam,66,409,4,20200408
2006,2020-04-08,Hawaii,15,433,5,20200408
2007,2020-04-08,Idaho,16,1232,19,20200408
2008,2020-04-08,Illinois,17,15078,464,20200408
2009,2020-04-08,Indiana,18,5986,246,20200408
2010,2020-04-08,Iowa,19,1145,27,20200408
2011,2020-04-08,Kansas,20,1055,38,20200408
2012,2020-04-08,Kentucky,21,1393,73,20200408
2013,2020-04-08,Louisiana,22,17030,652,20200408
2014,2020-04-08,Maine,23,537,14,20200408
2015,2020-04-08,Maryland,24,5529,124,20200408
2016,2020-04-08,Massachusetts,25,16790,433,20200408
2017,2020-04-08,Michigan,26,20220,959,20200408
2018,2020-04-08,Minnesota,27,1154,39,20200408
2019,2020-04-08,Mississippi,28,2003,67,20200408
2020,2020-04-08,Missouri,29,3327,86,20200408
2021,2020-04-08,Montana,30,332,6,20200408
2022,2020-04-08,Nebraska,31,538,14,20200408
2023,2020-04-08,Nevada,32,2318,80,20200408
2024,2020-04-08,New Hampshire,33,788,18,20200408
2025,2020-04-08,New Jersey,34,47437,1504,20200408
2026,2020-04-08,New Mexico,35,865,16,20200408
2027,2020-04-08,New York,36,151271,8138,20200408
2028,2020-04-08,North Carolina,37,3423,61,20200408
2029,2020-04-08,North Dakota,38,251,4,20200408
2030,2020-04-08,Northern Mariana Islands,69,11,2,20200408
2031,2020-04-08,Ohio,39,5149,193,20200408
2032,2020-04-08,Oklahoma,40,1523,79,20200408
2033,2020-04-08,Oregon,41,1239,38,20200408
2034,2020-04-08,Pennsylvania,42,16414,313,20200408
2035,2020-04-08,Puerto Rico,72,620,24,20200408
2036,2020-04-08,Rhode Island,44,1450,35,20200408
2037,2020-04-08,South Carolina,45,2552,63,20200408
2038,2020-04-08,South Dakota,46,393,6,20200408
2039,2020-04-08,Tennessee,47,4246,83,20200408
2040,2020-04-08,Texas,48,9897,195,20200408
2041,2020-04-08,Utah,49,1860,13,20200408
2042,2020-04-08,Vermont,50,605,23,20200408
2043,2020-04-08,Virgin Islands,78,46,1,20200408
2044,2020-04-08,Virginia,51,3644,60,20200408
2045,2020-04-08,Washington,53,9098,430,20200408
2046,2020-04-08,West Virginia,54,483,4,20200408
2047,2020-04-08,Wisconsin,55,2756,107,20200408
2048,2020-04-08,Wyoming,56,230,0,20200408
2049,2020-04-09,Alabama,01,2838,78,20200409
2050,2020-04-09,Alaska,02,233,5,20200409
2051,2020-04-09,Arizona,04,3018,89,20200409
2052,2020-04-09,Arkansas,05,1146,21,20200409
2053,2020-04-09,California,06,20191,548,20200409
2054,2020-04-09,Colorado,08,6202,227,20200409
2055,2020-04-09,Connecticut,09,9784,380,20200409
2056,2020-04-09,Delaware,10,1209,23,20200409
2057,2020-04-09,District of Columbia,11,1523,32,20200409
2058,2020-04-09,Florida,12,16819,370,20200409
2059,2020-04-09,Georgia,13,10885,412,20200409
2060,2020-04-09,Guam,66,542,4,20200409
2061,2020-04-09,Hawaii,15,440,6,20200409
2062,2020-04-09,Idaho,16,1366,24,20200409
2063,2020-04-09,Illinois,17,16422,534,20200409
2064,2020-04-09,Indiana,18,6400,295,20200409
2065,2020-04-09,Iowa,19,1270,27,20200409
2066,2020-04-09,Kansas,20,1116,42,20200409
2067,2020-04-09,Kentucky,21,1525,84,20200409
2068,2020-04-09,Louisiana,22,18283,702,20200409
2069,2020-04-09,Maine,23,560,16,20200409
2070,2020-04-09,Maryland,24,6185,139,20200409
2071,2020-04-09,Massachusetts,25,18941,503,20200409
2072,2020-04-09,Michigan,26,21375,1076,20200409
2073,2020-04-09,Minnesota,27,1242,50,20200409
2074,2020-04-09,Mississippi,28,2260,76,20200409
2075,2020-04-09,Missouri,29,3539,94,20200409
2076,2020-04-09,Montana,30,354,6,20200409
2077,2020-04-09,Nebraska,31,594,15,20200409
2078,2020-04-09,Nevada,32,2456,82,20200409
2079,2020-04-09,New Hampshire,33,819,21,20200409
2080,2020-04-09,New Jersey,34,51027,1700,20200409
2081,2020-04-09,New Mexico,35,989,17,20200409
2082,2020-04-09,New York,36,162036,9166,20200409
2083,2020-04-09,North Carolina,37,3651,74,20200409
2084,2020-04-09,North Dakota,38,269,5,20200409
2085,2020-04-09,Northern Mariana Islands,69,11,2,20200409
2086,2020-04-09,Ohio,39,5513,213,20200409
2087,2020-04-09,Oklahoma,40,1683,80,20200409
2088,2020-04-09,Oregon,41,1321,44,20200409
2089,2020-04-09,Pennsylvania,42,18379,344,20200409
2090,2020-04-09,Puerto Rico,72,683,33,20200409
2091,2020-04-09,Rhode Island,44,1727,43,20200409
2092,2020-04-09,South Carolina,45,2792,67,20200409
2093,2020-04-09,South Dakota,46,447,6,20200409
2094,2020-04-09,Tennessee,47,4456,95,20200409
2095,2020-04-09,Texas,48,11372,228,20200409
2096,2020-04-09,Utah,49,1980,13,20200409
2097,2020-04-09,Vermont,50,628,23,20200409
2098,2020-04-09,Virgin Islands,78,50,1,20200409
2099,2020-04-09,Virginia,51,4041,109,20200409
2100,2020-04-09,Washington,53,9609,456,20200409
2101,2020-04-09,West Virginia,54,524,5,20200409
2102,2020-04-09,Wisconsin,55,2885,116,20200409
2103,2020-04-09,Wyoming,56,303,0,20200409
2104,2020-04-10,Alabama,01,3008,80,20200410
2105,2020-04-10,Alaska,02,244,5,20200410
2106,2020-04-10,Arizona,04,3112,97,20200410
2107,2020-04-10,Arkansas,05,1202,24,20200410
2108,2020-04-10,California,06,21366,594,20200410
2109,2020-04-10,Colorado,08,6510,253,20200410
2110,2020-04-10,Connecticut,09,10538,448,20200410
2111,2020-04-10,Delaware,10,1326,32,20200410
2112,2020-04-10,District of Columbia,11,1660,38,20200410
2113,2020-04-10,Florida,12,17960,418,20200410
2114,2020-04-10,Georgia,13,11859,425,20200410
2115,2020-04-10,Guam,66,577,4,20200410
2116,2020-04-10,Hawaii,15,463,8,20200410
2117,2020-04-10,Idaho,16,1425,25,20200410
2118,2020-04-10,Illinois,17,17887,607,20200410
2119,2020-04-10,Indiana,18,6960,353,20200410
2120,2020-04-10,Iowa,19,1388,31,20200410
2121,2020-04-10,Kansas,20,1180,50,20200410
2122,2020-04-10,Kentucky,21,1702,90,20200410
2123,2020-04-10,Louisiana,22,19253,755,20200410
2124,2020-04-10,Maine,23,586,17,20200410
2125,2020-04-10,Maryland,24,6968,172,20200410
2126,2020-04-10,Massachusetts,25,20974,599,20200410
2127,2020-04-10,Michigan,26,22646,1280,20200410
2128,2020-04-10,Minnesota,27,1335,57,20200410
2129,2020-04-10,Mississippi,28,2469,82,20200410
2130,2020-04-10,Missouri,29,3799,105,20200410
2131,2020-04-10,Montana,30,365,6,20200410
2132,2020-04-10,Nebraska,31,678,18,20200410
2133,2020-04-10,Nevada,32,2606,86,20200410
2134,2020-04-10,New Hampshire,33,885,22,20200410
2135,2020-04-10,New Jersey,34,54588,1932,20200410
2136,2020-04-10,New Mexico,35,1090,19,20200410
2137,2020-04-10,New York,36,172830,10162,20200410
2138,2020-04-10,North Carolina,37,3906,78,20200410
2139,2020-04-10,North Dakota,38,278,7,20200410
2140,2020-04-10,Northern Mariana Islands,69,11,2,20200410
2141,2020-04-10,Ohio,39,5879,231,20200410
2142,2020-04-10,Oklahoma,40,1794,88,20200410
2143,2020-04-10,Oregon,41,1371,48,20200410
2144,2020-04-10,Pennsylvania,42,20128,435,20200410
2145,2020-04-10,Puerto Rico,72,725,39,20200410
2146,2020-04-10,Rhode Island,44,2015,49,20200410
2147,2020-04-10,South Carolina,45,3065,72,20200410
2148,2020-04-10,South Dakota,46,536,6,20200410
2149,2020-04-10,Tennessee,47,4793,104,20200410
2150,2020-04-10,Texas,48,12291,249,20200410
2151,2020-04-10,Utah,49,2103,17,20200410
2152,2020-04-10,Vermont,50,679,24,20200410
2153,2020-04-10,Virgin Islands,78,51,1,20200410
2154,2020-04-10,Virginia,51,4509,121,20200410
2155,2020-04-10,Washington,53,9888,483,20200410
2156,2020-04-10,West Virginia,54,537,5,20200410
2157,2020-04-10,Wisconsin,55,3068,131,20200410
2158,2020-04-10,Wyoming,56,320,0,20200410
2159,2020-04-11,Alabama,01,3262,93,20200411
2160,2020-04-11,Alaska,02,255,6,20200411
2161,2020-04-11,Arizona,04,3393,112,20200411
2162,2020-04-11,Arkansas,05,1228,25,20200411
2163,2020-04-11,California,06,22421,632,20200411
2164,2020-04-11,Colorado,08,6893,274,20200411
2165,2020-04-11,Connecticut,09,11510,494,20200411
2166,2020-04-11,Delaware,10,1479,33,20200411
2167,2020-04-11,District of Columbia,11,1778,47,20200411
2168,2020-04-11,Florida,12,18978,445,20200411
2169,2020-04-11,Georgia,13,12261,432,20200411
2170,2020-04-11,Guam,66,681,5,20200411
2171,2020-04-11,Hawaii,15,484,8,20200411
2172,2020-04-11,Idaho,16,1438,27,20200411
2173,2020-04-11,Illinois,17,19180,682,20200411
2174,2020-04-11,Indiana,18,7494,389,20200411
2175,2020-04-11,Iowa,19,1510,34,20200411
2176,2020-04-11,Kansas,20,1282,55,20200411
2177,2020-04-11,Kentucky,21,1851,94,20200411
2178,2020-04-11,Louisiana,22,20014,806,20200411
2179,2020-04-11,Maine,23,616,19,20200411
2180,2020-04-11,Maryland,24,7694,207,20200411
2181,2020-04-11,Massachusetts,25,22860,686,20200411
2182,2020-04-11,Michigan,26,23855,1395,20200411
2183,2020-04-11,Minnesota,27,1427,64,20200411
2184,2020-04-11,Mississippi,28,2642,93,20200411
2185,2020-04-11,Missouri,29,4024,116,20200411
2186,2020-04-11,Montana,30,377,6,20200411
2187,2020-04-11,Nebraska,31,718,18,20200411
2188,2020-04-11,Nevada,32,2720,111,20200411
2189,2020-04-11,New Hampshire,33,929,23,20200411
2190,2020-04-11,New Jersey,34,58151,2183,20200411
2191,2020-04-11,New Mexico,35,1174,20,20200411
2192,2020-04-11,New York,36,182990,11159,20200411
2193,2020-04-11,North Carolina,37,4310,86,20200411
2194,2020-04-11,North Dakota,38,293,7,20200411
2195,2020-04-11,Northern Mariana Islands,69,11,2,20200411
2196,2020-04-11,Ohio,39,6251,247,20200411
2197,2020-04-11,Oklahoma,40,1868,93,20200411
2198,2020-04-11,Oregon,41,1447,51,20200411
2199,2020-04-11,Pennsylvania,42,21774,515,20200411
2200,2020-04-11,Puerto Rico,72,788,42,20200411
2201,2020-04-11,Rhode Island,44,2349,56,20200411
2202,2020-04-11,South Carolina,45,3207,80,20200411
2203,2020-04-11,South Dakota,46,626,6,20200411
2204,2020-04-11,Tennessee,47,4983,107,20200411
2205,2020-04-11,Texas,48,13208,265,20200411
2206,2020-04-11,Utah,49,2208,18,20200411
2207,2020-04-11,Vermont,50,711,24,20200411
2208,2020-04-11,Virgin Islands,78,51,1,20200411
2209,2020-04-11,Virginia,51,5076,130,20200411
2210,2020-04-11,Washington,53,10227,498,20200411
2211,2020-04-11,West Virginia,54,593,6,20200411
2212,2020-04-11,Wisconsin,55,3213,141,20200411
2213,2020-04-11,Wyoming,56,343,0,20200411
2214,2020-04-12,Alabama,01,3583,93,20200412
2215,2020-04-12,Alaska,02,270,6,20200412
2216,2020-04-12,Arizona,04,3539,117,20200412
2217,2020-04-12,Arkansas,05,1280,27,20200412
2218,2020-04-12,California,06,23323,676,20200412
2219,2020-04-12,Colorado,08,7303,290,20200412
2220,2020-04-12,Connecticut,09,12035,554,20200412
2221,2020-04-12,Delaware,10,1625,35,20200412
2222,2020-04-12,District of Columbia,11,1875,50,20200412
2223,2020-04-12,Florida,12,19855,460,20200412
2224,2020-04-12,Georgia,13,12103,438,20200412
2225,2020-04-12,Guam,66,716,5,20200412
2226,2020-04-12,Hawaii,15,497,9,20200412
2227,2020-04-12,Idaho,16,1457,27,20200412
2228,2020-04-12,Illinois,17,20852,727,20200412
2229,2020-04-12,Indiana,18,7990,405,20200412
2230,2020-04-12,Iowa,19,1587,41,20200412
2231,2020-04-12,Kansas,20,1337,56,20200412
2232,2020-04-12,Kentucky,21,1963,98,20200412
2233,2020-04-12,Louisiana,22,20595,840,20200412
2234,2020-04-12,Maine,23,633,19,20200412
2235,2020-04-12,Maryland,24,8225,236,20200412
2236,2020-04-12,Massachusetts,25,25475,756,20200412
2237,2020-04-12,Michigan,26,24496,1488,20200412
2238,2020-04-12,Minnesota,27,1621,70,20200412
2239,2020-04-12,Mississippi,28,2781,96,20200412
2240,2020-04-12,Missouri,29,4160,116,20200412
2241,2020-04-12,Montana,30,387,6,20200412
2242,2020-04-12,Nebraska,31,805,18,20200412
2243,2020-04-12,Nevada,32,2860,113,20200412
2244,2020-04-12,New Hampshire,33,985,23,20200412
2245,2020-04-12,New Jersey,34,61850,2350,20200412
2246,2020-04-12,New Mexico,35,1245,26,20200412
2247,2020-04-12,New York,36,191425,12116,20200412
2248,2020-04-12,North Carolina,37,4520,86,20200412
2249,2020-04-12,North Dakota,38,308,8,20200412
2250,2020-04-12,Northern Mariana Islands,69,11,2,20200412
2251,2020-04-12,Ohio,39,6605,253,20200412
2252,2020-04-12,Oklahoma,40,1970,96,20200412
2253,2020-04-12,Oregon,41,1527,52,20200412
2254,2020-04-12,Pennsylvania,42,22955,525,20200412
2255,2020-04-12,Puerto Rico,72,897,44,20200412
2256,2020-04-12,Rhode Island,44,2665,63,20200412
2257,2020-04-12,South Carolina,45,3319,82,20200412
2258,2020-04-12,South Dakota,46,729,6,20200412
2259,2020-04-12,Tennessee,47,5144,107,20200412
2260,2020-04-12,Texas,48,13776,288,20200412
2261,2020-04-12,Utah,49,2305,18,20200412
2262,2020-04-12,Vermont,50,727,26,20200412
2263,2020-04-12,Virgin Islands,78,51,1,20200412
2264,2020-04-12,Virginia,51,5273,141,20200412
2265,2020-04-12,Washington,53,10414,511,20200412
2266,2020-04-12,West Virginia,54,615,8,20200412
2267,2020-04-12,Wisconsin,55,3341,145,20200412
2268,2020-04-12,Wyoming,56,364,0,20200412
2269,2020-04-13,Alabama,01,3805,104,20200413
2270,2020-04-13,Alaska,02,275,6,20200413
2271,2020-04-13,Arizona,04,3702,122,20200413
2272,2020-04-13,Arkansas,05,1475,30,20200413
2273,2020-04-13,California,06,24334,725,20200413
2274,2020-04-13,Colorado,08,7691,308,20200413
2275,2020-04-13,Connecticut,09,13381,602,20200413
2276,2020-04-13,Delaware,10,1761,41,20200413
2277,2020-04-13,District of Columbia,11,1955,52,20200413
2278,2020-04-13,Florida,12,21011,498,20200413
2279,2020-04-13,Georgia,13,13125,479,20200413
2280,2020-04-13,Guam,66,719,6,20200413
2281,2020-04-13,Hawaii,15,502,9,20200413
2282,2020-04-13,Idaho,16,1499,33,20200413
2283,2020-04-13,Illinois,17,22025,800,20200413
2284,2020-04-13,Indiana,18,8300,414,20200413
2285,2020-04-13,Iowa,19,1710,44,20200413
2286,2020-04-13,Kansas,20,1384,63,20200413
2287,2020-04-13,Kentucky,21,2048,106,20200413
2288,2020-04-13,Louisiana,22,21016,884,20200413
2289,2020-04-13,Maine,23,698,19,20200413
2290,2020-04-13,Maryland,24,8936,262,20200413
2291,2020-04-13,Massachusetts,25,26867,844,20200413
2292,2020-04-13,Michigan,26,25490,1603,20200413
2293,2020-04-13,Minnesota,27,1650,70,20200413
2294,2020-04-13,Mississippi,28,2942,98,20200413
2295,2020-04-13,Missouri,29,4388,136,20200413
2296,2020-04-13,Montana,30,394,7,20200413
2297,2020-04-13,Nebraska,31,870,19,20200413
2298,2020-04-13,Nevada,32,3036,114,20200413
2299,2020-04-13,New Hampshire,33,1020,23,20200413
2300,2020-04-13,New Jersey,34,64584,2443,20200413
2301,2020-04-13,New Mexico,35,1345,31,20200413
2302,2020-04-13,New York,36,197973,12998,20200413
2303,2020-04-13,North Carolina,37,4788,91,20200413
2304,2020-04-13,North Dakota,38,331,9,20200413
2305,2020-04-13,Northern Mariana Islands,69,11,2,20200413
2306,2020-04-13,Ohio,39,6975,274,20200413
2307,2020-04-13,Oklahoma,40,2069,98,20200413
2308,2020-04-13,Oregon,41,1584,53,20200413
2309,2020-04-13,Pennsylvania,42,24295,563,20200413
2310,2020-04-13,Puerto Rico,72,903,45,20200413
2311,2020-04-13,Rhode Island,44,2976,73,20200413
2312,2020-04-13,South Carolina,45,3439,87,20200413
2313,2020-04-13,South Dakota,46,867,6,20200413
2314,2020-04-13,Tennessee,47,5483,114,20200413
2315,2020-04-13,Texas,48,14487,320,20200413
2316,2020-04-13,Utah,49,2368,18,20200413
2317,2020-04-13,Vermont,50,748,27,20200413
2318,2020-04-13,Virgin Islands,78,51,1,20200413
2319,2020-04-13,Virginia,51,5746,149,20200413
2320,2020-04-13,Washington,53,10547,525,20200413
2321,2020-04-13,West Virginia,54,638,9,20200413
2322,2020-04-13,Wisconsin,55,3428,155,20200413
2323,2020-04-13,Wyoming,56,373,1,20200413
2324,2020-04-14,Alabama,01,3953,114,20200414
2325,2020-04-14,Alaska,02,283,7,20200414
2326,2020-04-14,Arizona,04,3806,131,20200414
2327,2020-04-14,Arkansas,05,1498,32,20200414
2328,2020-04-14,California,06,25758,778,20200414
2329,2020-04-14,Colorado,08,7941,329,20200414
2330,2020-04-14,Connecticut,09,13989,671,20200414
2331,2020-04-14,Delaware,10,1926,43,20200414
2332,2020-04-14,District of Columbia,11,2058,67,20200414
2333,2020-04-14,Florida,12,21620,570,20200414
2334,2020-04-14,Georgia,13,13913,517,20200414
2335,2020-04-14,Guam,66,721,6,20200414
2336,2020-04-14,Hawaii,15,511,9,20200414
2337,2020-04-14,Idaho,16,1538,39,20200414
2338,2020-04-14,Illinois,17,23247,878,20200414
2339,2020-04-14,Indiana,18,8598,458,20200414
2340,2020-04-14,Iowa,19,1899,44,20200414
2341,2020-04-14,Kansas,20,1440,69,20200414
2342,2020-04-14,Kentucky,21,2210,115,20200414
2343,2020-04-14,Louisiana,22,21518,1013,20200414
2344,2020-04-14,Maine,23,734,20,20200414
2345,2020-04-14,Maryland,24,9472,302,20200414
2346,2020-04-14,Massachusetts,25,28163,957,20200414
2347,2020-04-14,Michigan,26,26845,1767,20200414
2348,2020-04-14,Minnesota,27,1695,79,20200414
2349,2020-04-14,Mississippi,28,3087,111,20200414
2350,2020-04-14,Missouri,29,4686,151,20200414
2351,2020-04-14,Montana,30,399,7,20200414
2352,2020-04-14,Nebraska,31,930,21,20200414
2353,2020-04-14,Nevada,32,3137,130,20200414
2354,2020-04-14,New Hampshire,33,1091,27,20200414
2355,2020-04-14,New Jersey,34,68824,2805,20200414
2356,2020-04-14,New Mexico,35,1407,36,20200414
2357,2020-04-14,New York,36,205375,14001,20200414
2358,2020-04-14,North Carolina,37,4992,116,20200414
2359,2020-04-14,North Dakota,38,341,9,20200414
2360,2020-04-14,Northern Mariana Islands,69,13,2,20200414
2361,2020-04-14,Ohio,39,7280,324,20200414
2362,2020-04-14,Oklahoma,40,2184,109,20200414
2363,2020-04-14,Oregon,41,1633,55,20200414
2364,2020-04-14,Pennsylvania,42,25591,746,20200414
2365,2020-04-14,Puerto Rico,72,923,45,20200414
2366,2020-04-14,Rhode Island,44,3251,80,20200414
2367,2020-04-14,South Carolina,45,3553,97,20200414
2368,2020-04-14,South Dakota,46,987,6,20200414
2369,2020-04-14,Tennessee,47,5654,123,20200414
2370,2020-04-14,Texas,48,15303,365,20200414
2371,2020-04-14,Utah,49,2420,19,20200414
2372,2020-04-14,Vermont,50,752,28,20200414
2373,2020-04-14,Virgin Islands,78,51,1,20200414
2374,2020-04-14,Virginia,51,6173,154,20200414
2375,2020-04-14,Washington,53,10711,552,20200414
2376,2020-04-14,West Virginia,54,697,10,20200414
2377,2020-04-14,Wisconsin,55,3555,172,20200414
2378,2020-04-14,Wyoming,56,373,1,20200414
2379,2020-04-15,Alabama,01,4241,123,20200415
2380,2020-04-15,Alaska,02,291,7,20200415
2381,2020-04-15,Arizona,04,3962,142,20200415
2382,2020-04-15,Arkansas,05,1599,34,20200415
2383,2020-04-15,California,06,27107,885,20200415
2384,2020-04-15,Colorado,08,8280,355,20200415
2385,2020-04-15,Connecticut,09,14755,868,20200415
2386,2020-04-15,Delaware,10,2014,46,20200415
2387,2020-04-15,District of Columbia,11,2197,72,20200415
2388,2020-04-15,Florida,12,22526,613,20200415
2389,2020-04-15,Georgia,13,14583,569,20200415
2390,2020-04-15,Guam,66,750,6,20200415
2391,2020-04-15,Hawaii,15,524,9,20200415
2392,2020-04-15,Idaho,16,1587,41,20200415
2393,2020-04-15,Illinois,17,24593,958,20200415
2394,2020-04-15,Indiana,18,9030,511,20200415
2395,2020-04-15,Iowa,19,1995,53,20200415
2396,2020-04-15,Kansas,20,1503,76,20200415
